text,original_label,predicted_label
맘에드네요 ㅋ 디자인도 기능도 맘에들어요 배송도 하루만에 왔고요. 잘산거 같습니다 만족해요 ㄱㄴㄷㄹㅁ,1,0
밑에 기둥이 사이즈가달라요.삐그덕 소리가 많이나요.,0,1
친구 선물로 줬는데 좋겠죠...,1,0
담부턴 구매안할듯해요,0,1
그냥저냥선스틱이죠ㅎ,0,1
상품 설명이 애매하게 해놨음. 충전기포함인줄 착각하게.,0,1
넘 좋아 사람들이 아직도 데오드란트를 모르다니 ㅠㅠ 남자들 냄새 ㅈㄴ 쩔어 제발좀 써라 몸에서 하수구 냄새난다구 ㅠ 왜안쓰는지 ㅠㅠ,1,0
양이 생각보다 적은거같아요ㅠ,0,1
빠른배송 냉동실 정리용으로 구매했는데 다음날 바로 도착했어요.따로 세척없이 그대로 사용하는데 괜찮은거죠?냉동시리 정리 하고 남는건 반찬같은거 선물할때 쓰면 깔끔해서 좋을 것 같네요 !,1,0
얼굴에 흉이 져서 평소 메ㄷ* 사용 했었는데 지인이 시카케어는 효과도 좋고 씻어서 쓸 수 있다는 이야기를 듣고 구입 했습니다. 이틀째 인데 빨리 흉터가 나아 졌음 좋겠습니다.,1,0
도래쪽상태가 좀 않좋아요...이건 .쭈.갑이용으로 주문한건데..잘쓰겠습니다.,0,2
잘받았습니다 배송이 쫌 걸리네요 ㅠㅜ,0,1
감태 있는 동네 사람들 보면 정말 너무 잘 잘 부탁드리겠습니다 그리고 건강검진 희망날짜 잘 부탁드리겠습니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다,0,1
오돌뼈 최고네요.. .,1,2
잡들아때 잘 사용햇습니다,0,1
아주좋네요 추천할게요,0,1
포장상태 보고 놀라고 초미세부분 보고 놀랐네요. 가성비도 논 할 수 없습니다. 다xx에서 천원 이천원짜리가 나을듯합니다 저는 비추,0,1
스크래치가 잘 나는 것 외엔 좋은데 가격이 좀 있어요 이만한 길이 테이블이 여기뿐이라 어쩔수 없다 하면서도 좀 안타까워요.. 그리고 높이가 잘 안맞아서 뭘 좀 받혔습니다.,1,0
퍼플그레이 색깔 차분하고 암막효과 확실합니다 별달 펀칭이 자연스러운 채광효과로 예뻐요,1,0
스펙트라s2유축기에 맞지않않습니다,0,1
아기목욕시키는데 잘쓰고 있긴한데 안전바는 잘안쓰게되네요 그리고 세면대에 설치한 시트는 밑에 고정다리가 좀 불안하네요,1,0
재구매 제품없으며 없다고 표시좀해주세여 ㅡㅡ,0,1
좋아지는지 솔직히 잘 모르겠네요.. 암튼 효과 없습니다.,0,1
제품은 좋은데 택배기사님이 는물 나게 하네요,0,1
상품평을 남길만큼 특별한 점이 없습니다,0,1
불량으로인한 판매자 마인드 불만족. 사과도없었어요.,0,1
온열 지속력은 나쁘지않은데 역시 향이ㅜㅜ,0,1
사이즈 좋고 배송 빠르고 좋네요 많이 파세요,1,0
배송빠르고 좋은데 휘어서 온게 잇네요 교환하기 귀찮아 그냥 조립햇더니 한쪽이 조금 빠지네요 그래도 튼튼하긴하네요,1,0
먹질 않네요 기호성이 떨어져요,0,1
양도적고 신선도도별로예요ㅠ,0,1
3개중에 1개가 불량이네요,0,1
배송3번만에제대로받음.근데구멍은왜하나남나요...하..,0,2
배송이상하게해줌,0,1
마감처리와 조임이 약합니다,0,1
"크기가... 설마설마했지만 이건 ""대""라고 하면 안되지 않나요? 말장난이네요 ""중""도 안될 크기에 ""대""라... 속는셈 치고 시켰고 반품이 귀찮아 그냥 먹지만 다시 시킬일은 없을듯요.",0,2
거실이 넓었으면 좋겠어. 천장도 높고. 그렇다고 너무 휑하진 않게.,2,1
아니 그래도 누가 살지는 정해야…,2,1
근데 그렇게 물어보면 뭐부터 얘길 해야할지... 잘 모르겠단 말이지. ,2,0
그럼 그거부터. 화장실부터. 아무 생각 없이 말고. 생각하면서.,2,1
남의 집인데. 어떻게 함부로. 에이. 그리고 잠겼을 거예요. ,2,1
어른 되면 저거 하나 사려구 평생 돈 모은 다잖아. ,2,0
읽을 거야. 열라 많이 읽을 거야. ,2,1
뭐가 있긴 있는데... ,2,0
그러니까... 어떤 여자애랑 남자애가 있는데... 전혀 모르는 사이였거든? 근데...,2,0
그럼 느네 어머니는 거기 혼자 계시는 거야? 가게도 정리하신다며?,2,0
 진작 얘기했으면 선물이라도 준비할걸.,2,1
걔가 내기로 손목 때리기를 하자는 거야.,2,1
여기서 체르니 처음 시작했는데. ,2,1
역시 막국수는 춘천 막국수라고.,2,1
그것도 겨우 잡은 거예요.,2,1
나중에 얘기할께. 나중에...  ,2,0
조금 더 가면 휴게소가 나올 거에요. 혹시 바퀴에 문제가 있는지 내려서 제가 확인해볼게요,2,1
그냥 드라마일 뿐이잖아. 재미있게 만들려고 내용을 좀 각색했겠지.,2,1
개인 정보 관리를 쇼핑몰에 다 맡길 수는 없지. 네가 비밀번호라도 자주 바꿨으면 이런 일이 없었을거야.,2,0
그러게. 조용히 악수를 청하는 후보자도 있고 손을 흔들며 인사하는 후보자도 있다는데 말이야.,2,0
시간제 일자리를 늘리면 그만큼 신규 채용의 폭은 줄어들 수밖에 없습니다. 그렇게 되면 정규직을 원하는 사람들에겐 오히려 취업문이 좁아져 실업 문제가 더 심각해질 수도 있습니다.,2,0
오늘은 많이 봤으니까 미술관은 내일 봐요. 저는 좀 쉬었으면 좋겠어요.,2,0
지금은 몇 시에 갈 수 있을지 잘 모르겠어요.,2,1
가구 만드는 곳에 가면 다 가르쳐 줘요. 하고 싶으면 같이 가요.,2,0
내일 보낼 거니까 모레쯤은 도착할 겁니다.,2,1
이쪽으로 와서 보세요. 책자에도 많이 있으니까 좀 보시고요.,2,1
그럼 휴가 때라도 한번 가 보세요. 미리 예약하면 더 싸대요.,2,1
그래도 다른 손님들도 생각해서 적당히 일어나야지.,2,1
네가 막내라서 아빠가 특히 예뻐하신다면서? 그리고 집에서 회사가 가까워서 다니기 편하잖아. 왜 그렇게 나오고 싶어하는 거야?,2,0
저희는 매일 아침 여섯 시에 시작하니까 아침 일찍 오셔도 됩니다.,2,0
전에 저는 부모님이랑 음악회 갔는데 정말 좋아하셨어요.,2,1
그래요. 요즘 좋은 공연이 많으니까 인터넷으로 한번 알아보세요.,2,1
왜 이쪽 길로 가세요? 저쪽 길이 더 빠른데…,2,0
그럼 내일 아이도 데리고 오세요. 은행에 와서 직접 통장을 만들면 더 좋아할 거에요.,2,1
그게 좋겠네요. 구체적으로 어떤 프로그램이 있는지 알아봐야겠어요. 위치도 알아보고요.,2,1
위치는 제가 알아봐 드릴게요.,2,1
별로 안 어렵던데. 세일하면 더 싸지니까 세일 기간도 잘 알아보고 해,2,0
연예인이 자기 아이들과 함께 텔레비전에 나오는 경우가 많네요.,2,1
혼자 출연하는 게 아니라 부모님과 함께 나오니까 걱정할 일은 없을 것 같은데요. 무엇보다 아이들의 재능을 일찍 발견할 수 있어서 좋을 것 같고요.,2,1
학교에서 소개해주는 집이 있는데 신청해 볼래? 다른 학생들하고 보증금을 나눠 내고 집을 같이 빌리는 방식이라서 보증금 부담도 적은데.,2,0
공동 생활도 생각보다 괜찮아. 방은 혼자 쓰니까 개인 공간도 있고. 부엌이나 거실 같은 공용 공간은 같이 관리하니까 혼자일 때보다 오히려 편해. 서로 의지가 되니까 외로움도 덜하고.,2,0
매장이 붐빌 때 이름을 부르는 소리가 잘 안들려서 불편하다는 의견이 있기는 했지만 다른 큰 불만은 없었습니다.,2,1
오전에 보내셨으면 오늘 안에 도착하는데 지금은 너무 늦었어요. 지금은 특급으로 보내도 내일 오전에 도착해요.,2,1
혼자 사시는 할머니들을 도와 드리는 모임이에요.,2,1
금요일에는 손님이 많아서 예약이 꽉 찼다고 하던데요.,2,1
그래요? 거기가 조용해서 좋은데…,2,0
오후 6시까지요. 그런데 마감은 내일 모레까지에요. 다시 오기 불편하시면 우편이나 팩스로 보내세요.,2,0
치과 검진 마치시고 엑스레이 찍으시면 되겠네요. 지금은 대기자가 많으니까 엑스레이부터 찍으셔야겠네요.,2,0
"간호사 따라가셔서 찍으시고, 다시 치과로 오세요.",2,1
아뇨..처음은 아닙니다,2,0
독서와 음악 감상이요,2,1
취미가 좀 클래식하시네요,2,0
파스타 먹고 싶어요,2,1
그건 비약이 너무 심하신거구요.,2,1
이번에 새로 미국에서 스카웃한  변호사.,2,1
앞에,2,1
