text,kobert_max_prob,kobert_pred,groq_label,label,timestamp
[일기] 떠껀하니 싸늘하다. 울엄마가 삼^^ㅋ 오랜만에 방문한 블랙업 본점 빵이 아주 맛나다 아이폰 업데이트되면서 고양이 종을 알려줌 사진여러개 봤는데 브리티시 70% + 고양이 30% 나옴 울 아지 스코티쉬 믹스인줄..? 몸이 무거워서 걸어서...,0.4963,negative,positive,1,2026-04-29 01:22:08
하이루. 잼난 탁구모임까지 ~~  뇽선생과 함께 황산공원 이번엔 아가 바지를 만들어봉게용 배고플때 먹는 율무차 꾸울맛 블루리본 5개 있는 카페 있다고 가자하니까 비웃으시며 블랙업 데꾸오심 개나리도 보고 진달래도...,0.5765,negative,neutral,2,2026-04-29 01:22:08
출근 룩이 이래도 되나요. ㅋ #aeae #블랙업 #나이키 #샬롬클럽 #비바스튜디오 주말 최고 ~ 회사 다니니까 주말에 냅다 까버리게 되 시댁에 보약 지어가는 외국인 며느리 미 #샵페어리 #컴포트랩 #ootj #카시코 #락피쉬웨더웨어 그래도...,0.5056,neutral,neutral,2,2026-04-29 01:22:08
"에이블리 5월 할인 메가세일 99% 쿠폰과 특가 브랜드 라인업 정보. 모디무드, 블랙업, 무센트, 슈가파우더, 베이델리, 프라임에이트, 어텀, 홀리, 에잇세컨즈, 아뜨랑스, 온유어리, 어나더아카이브, 리리앤코, 원더원더, 자주, 핫핑, 당당걸, 이스케이프프롬, 제이스타일...",0.4751,neutral,neutral,2,2026-04-29 01:22:08
"스트레이트 체형이 고른 봄~초여름 추천템 (지그재그 위시리스트). 블랙업 셸로 브이넥 워머 버튼 긴팔티 정가 32,000원 이건 보자마자 스트레이트 체형에 잘 맞겠다 싶었던... 블랙업 [MADE] 로벨라 레이어드 나시 (캡내장) 정가 28,000원 배색 디테일이 들어가 있어서 따로...",0.5817,positive,neutral,2,2026-04-29 01:22:08
"일본 여행 짐 싸기 왓츠인마이캐리어. inner : 블랙업 스탠다드 유넥 크롭 가디건 bottom : 모어라운드 논페이드 생지 데님 팬츠 Look 2 인간 딸기우유 돼버리는 st 너무 예뻐,, 연핑크도 엄청 예쁘고 저 애쉬톤 섞인 빈티지 데님도 너무 예뻐 예쁜거...",0.5373,neutral,positive,1,2026-04-29 01:22:08
블랙업 유넥 반팔티 데일리 입문용으로 좋은 지그재그 첫구매.... 블랙업 유넥 반팔티 데일리 입문용으로 좋은 지그재그 첫구매 쿠폰 봄코디 감도 높이기 블랙업 유넥 반팔티 데일리 입문용으로 좋은 지그재그 첫구매 쿠폰 봄코디 감도 높이기 기본 반팔을 새로 들일 때는...,0.6016,neutral,neutral,2,2026-04-29 01:22:08
콘서트 출근길 에이핑크 정은지 블랙업 팬츠. 에이핑크 정은지씨가 착용한 팬츠는(블랙업)멜라 로우웨이스트 부츠컷 데님팬츠입니다. &lt;블랙업 홈페이지 바로가기&gt;,0.5734,negative,neutral,2,2026-04-29 01:22:08
영도 피아크·기장 피크스퀘어·강서 토북베이커리 BEST 5.... 다음 시리즈 예고 다음 편에서는 부산 을숙도에 있는 블랙업커피 단독 후기를 가져올게요. 키즈존 + 드라이브스루 + 낙동강 뷰 3박자 갖춘 곳이라 별도 단독 글로 자세히 정리할 예정입니다  아기랑 갈 수 있는...,0.4934,neutral,neutral,2,2026-04-29 01:22:08
에이블리 메가세일 위시리스트.,0.5717,neutral,neutral,2,2026-04-29 01:22:08
거제 - 수월동 대형카페 블랙업커피. 오래된 친구를 만나러 거제를 갔다가 친구가 추천하는 블랙업커피를 갔다. 블랙업커피 경남 거제시 제산안길 18 영업시간 매일 09:00 ~ 22:00 저녁에 갔는데 외관부터 으리으리하고 멋진 조명으로 맞이한다. 커피...,0.4653,negative,positive,1,2026-04-29 01:22:08
"의류학과생이 추천하는 카프리 팬츠 2탄. 1탄 추천 아이템 : 카프리 팬츠 할인가 : 37,420원 | 블랙업 | 플봄 슬릿 카프리 팬츠 할인가 : 27,200원 깔끔하게 떨어지는 핏으로 베이직함이 돋보이는 블랙업의 플봄 슬릿 카프리 팬츠예요. 길게 빠진 양 사이드...",0.5967,negative,neutral,2,2026-04-29 01:22:08
여름맞이 지그재그 장바구니 털기. &quot;링크를 통해 발생된 수익의 일부를 수수료로 제공받습니다“ 모아놓은 여름 장바구니 공개  드무어 워터 루즈 체크셔츠 어텀 피치st셔츠 리얼코코 앤디오 골지나시 블랙업 스탠다드 유넥 반팔티 아틀리에나인...,0.5598,neutral,neutral,2,2026-04-29 01:22:08
직장인 중기 임산부 데일리룩 봄 코디(24~25주) : 임부복 없이.... (효과는 미미했다!) ✔ 상의 : 블랙업 비베이직 스탠다드 라운드 가디건 ✔ 하의 : 데이하이 텐셀 데일리 롱스커트 크림 두쫀쿠룩으로 레이어드해봤다. 가디건은 전에도 한번 포스팅했던 블랙업. 이너티는...,0.4641,positive,neutral,2,2026-04-29 01:22:08
"또 오랜만에 데일리룩. 블랙업에서 산 퍼자켓 지분율 99.999% 길 가다 소품샵에서 우연히 산 15,000원짜리 호피 무늬 볼캡 너무 만족 오프라인 로드샵에서 산 티셔츠 마음에 든다 ! 아직도 잘 입고 다니는 노스페이스 눕시 맨날 이...",0.3927,negative,positive,1,2026-04-29 01:22:08
4월에는 @. 블랙업 커피 가세요 여기 시그니처 커피 존맛탱임 해수염커피였나?&gt; 하우니가 감자말랑이로 메추리알 만들어줌 성경공부하고 카페 갔다가 현정이가 집까지 델따 줌 ㅠㅠ 이 천사같은 여자.. 세정 영현이언니의...,0.5949,negative,positive,1,2026-04-29 01:22:08
에이블리 5월 할인 메가세일 라인업 공개 (위시템 추천). 01 블랙업 스탠다드 와이드 스퀘어넥 나시 기본템 잘하는 블랙업에서 이번 여름 새로 출시한 스퀘어넥 나시가 첫번째 메가세일 위시템 ! 부유방 싹 가려주면서 끈나시 아니라서 부담스럽지않은 요런 기본...,0.5399,positive,neutral,2,2026-04-29 01:23:11
"221217~221231 종강 후 송년회, 센텀 씨네드쉐프 템퍼시네마.... 그러고 블랙업에서 해수염 커피 한잔씩 시켜놓고 &lt;재벌집 막내아들&gt; 14회를 함께 보면서 여유를 즐기고~ 돌아오기 전에는 우미남에서 소고기를 한사발 먹었다. 우미남을 처음 가 봤는데 역시 때깔부터 다르고...",0.5294,negative,neutral,2,2026-04-29 01:23:11
"에이블리 메가세일 상의 추천｜핀터레스트 감성 코디 모음 ✿. 레이스 이너랑 같이 매치하면 핀터레스트 감성 제대로 ❤︎ 블랙업 [B-BASIC] 텐션 스탠다드 슬림 유넥 반팔티 7% 25,000 → 21,380 사진을 클릭하면 구매 페이지로 이동합니다! ˙⋆✮ 핏 예쁜 기본 반팔티 은근...",0.4436,positive,neutral,2,2026-04-29 01:23:11
"꽃과 함께하는 4월 일상 (1). + 아주 건방진 자세ㅋㅋ 프랜차이즈 베이커리 카페 중 최고 존엄 블랙업. 생화를 꽃아둔 카페 넘 예쁨. 오랜만에 KFC 징거타워 나는 탄산 음료를 잘 안 먹고, 친구는 감튀를 잘 안 먹어서 우리 완전 잘 맞아 꽃이...",0.4412,negative,positive,1,2026-04-29 01:23:11
[일기] 떠껀하니 싸늘하다. 울엄마가 삼^^ㅋ 오랜만에 방문한 블랙업 본점 빵이 아주 맛나다 아이폰 업데이트되면서 고양이 종을 알려줌 사진여러개 봤는데 브리티시 70% + 고양이 30% 나옴 울 아지 스코티쉬 믹스인줄..? 몸이 무거워서 걸어서...,0.4963,negative,positive,1,2026-04-29 01:23:11
하이루. 잼난 탁구모임까지 ~~  뇽선생과 함께 황산공원 이번엔 아가 바지를 만들어봉게용 배고플때 먹는 율무차 꾸울맛 블루리본 5개 있는 카페 있다고 가자하니까 비웃으시며 블랙업 데꾸오심 개나리도 보고 진달래도...,0.5765,negative,neutral,2,2026-04-29 01:23:11
출근 룩이 이래도 되나요. ㅋ #aeae #블랙업 #나이키 #샬롬클럽 #비바스튜디오 주말 최고 ~ 회사 다니니까 주말에 냅다 까버리게 되 시댁에 보약 지어가는 외국인 며느리 미 #샵페어리 #컴포트랩 #ootj #카시코 #락피쉬웨더웨어 그래도...,0.5056,neutral,neutral,2,2026-04-29 01:23:11
"에이블리 5월 할인 메가세일 99% 쿠폰과 특가 브랜드 라인업 정보. 모디무드, 블랙업, 무센트, 슈가파우더, 베이델리, 프라임에이트, 어텀, 홀리, 에잇세컨즈, 아뜨랑스, 온유어리, 어나더아카이브, 리리앤코, 원더원더, 자주, 핫핑, 당당걸, 이스케이프프롬, 제이스타일...",0.4751,neutral,neutral,2,2026-04-29 01:23:11
"스트레이트 체형이 고른 봄~초여름 추천템 (지그재그 위시리스트). 블랙업 셸로 브이넥 워머 버튼 긴팔티 정가 32,000원 이건 보자마자 스트레이트 체형에 잘 맞겠다 싶었던... 블랙업 [MADE] 로벨라 레이어드 나시 (캡내장) 정가 28,000원 배색 디테일이 들어가 있어서 따로...",0.5817,positive,neutral,2,2026-04-29 01:23:11
"일본 여행 짐 싸기 왓츠인마이캐리어. inner : 블랙업 스탠다드 유넥 크롭 가디건 bottom : 모어라운드 논페이드 생지 데님 팬츠 Look 2 인간 딸기우유 돼버리는 st 너무 예뻐,, 연핑크도 엄청 예쁘고 저 애쉬톤 섞인 빈티지 데님도 너무 예뻐 예쁜거...",0.5373,neutral,positive,1,2026-04-29 01:23:11
블랙업 유넥 반팔티 데일리 입문용으로 좋은 지그재그 첫구매.... 블랙업 유넥 반팔티 데일리 입문용으로 좋은 지그재그 첫구매 쿠폰 봄코디 감도 높이기 블랙업 유넥 반팔티 데일리 입문용으로 좋은 지그재그 첫구매 쿠폰 봄코디 감도 높이기 기본 반팔을 새로 들일 때는...,0.6016,neutral,neutral,2,2026-04-29 01:23:11
콘서트 출근길 에이핑크 정은지 블랙업 팬츠. 에이핑크 정은지씨가 착용한 팬츠는(블랙업)멜라 로우웨이스트 부츠컷 데님팬츠입니다. &lt;블랙업 홈페이지 바로가기&gt;,0.5734,negative,neutral,2,2026-04-29 01:23:11
영도 피아크·기장 피크스퀘어·강서 토북베이커리 BEST 5.... 다음 시리즈 예고 다음 편에서는 부산 을숙도에 있는 블랙업커피 단독 후기를 가져올게요. 키즈존 + 드라이브스루 + 낙동강 뷰 3박자 갖춘 곳이라 별도 단독 글로 자세히 정리할 예정입니다  아기랑 갈 수 있는...,0.4934,neutral,neutral,2,2026-04-29 01:23:11
에이블리 메가세일 위시리스트.,0.5717,neutral,neutral,2,2026-04-29 01:23:11
거제 - 수월동 대형카페 블랙업커피. 오래된 친구를 만나러 거제를 갔다가 친구가 추천하는 블랙업커피를 갔다. 블랙업커피 경남 거제시 제산안길 18 영업시간 매일 09:00 ~ 22:00 저녁에 갔는데 외관부터 으리으리하고 멋진 조명으로 맞이한다. 커피...,0.4653,negative,positive,1,2026-04-29 01:23:11
"의류학과생이 추천하는 카프리 팬츠 2탄. 1탄 추천 아이템 : 카프리 팬츠 할인가 : 37,420원 | 블랙업 | 플봄 슬릿 카프리 팬츠 할인가 : 27,200원 깔끔하게 떨어지는 핏으로 베이직함이 돋보이는 블랙업의 플봄 슬릿 카프리 팬츠예요. 길게 빠진 양 사이드...",0.5967,negative,neutral,2,2026-04-29 01:23:11
여름맞이 지그재그 장바구니 털기. &quot;링크를 통해 발생된 수익의 일부를 수수료로 제공받습니다“ 모아놓은 여름 장바구니 공개  드무어 워터 루즈 체크셔츠 어텀 피치st셔츠 리얼코코 앤디오 골지나시 블랙업 스탠다드 유넥 반팔티 아틀리에나인...,0.5598,neutral,neutral,2,2026-04-29 01:23:11
직장인 중기 임산부 데일리룩 봄 코디(24~25주) : 임부복 없이.... (효과는 미미했다!) ✔ 상의 : 블랙업 비베이직 스탠다드 라운드 가디건 ✔ 하의 : 데이하이 텐셀 데일리 롱스커트 크림 두쫀쿠룩으로 레이어드해봤다. 가디건은 전에도 한번 포스팅했던 블랙업. 이너티는...,0.4641,positive,neutral,2,2026-04-29 01:23:11
"또 오랜만에 데일리룩. 블랙업에서 산 퍼자켓 지분율 99.999% 길 가다 소품샵에서 우연히 산 15,000원짜리 호피 무늬 볼캡 너무 만족 오프라인 로드샵에서 산 티셔츠 마음에 든다 ! 아직도 잘 입고 다니는 노스페이스 눕시 맨날 이...",0.3927,negative,positive,1,2026-04-29 01:23:11
4월에는 @. 블랙업 커피 가세요 여기 시그니처 커피 존맛탱임 해수염커피였나?&gt; 하우니가 감자말랑이로 메추리알 만들어줌 성경공부하고 카페 갔다가 현정이가 집까지 델따 줌 ㅠㅠ 이 천사같은 여자.. 세정 영현이언니의...,0.5949,negative,positive,1,2026-04-29 01:23:11
"블림핏 오버핏 논페이드 생지 와이드 데님 팬츠 xs / 고고싱 베이델리 슬로우앤드 데일리쥬 블랙업 에드모어.... 6 장 이미지 더보기 〉 상품 정보 블림핏 오버핏 논페이드 생지 와이드 데님 팬츠 xs / 고고싱 베이델리 슬로우앤드 데일리쥬 블랙업 에드모어 매니크 15,000원 시세조회 결제 혜택 N KB국민카드 12개월 5% 특별 할부...",0.6614,negative,neutral,2,2026-04-29 01:23:19
"블림핏 생지흑청 롱 와이드 팬츠 XS 자체제작 / 고고싱 베이델리 슬로우앤드 데일리쥬 블랙업 에드모어 매니.... 6 장 이미지 더보기 〉 상품 정보 블림핏 생지흑청 롱 와이드 팬츠 XS 자체제작 / 고고싱 베이델리 슬로우앤드 데일리쥬 블랙업 에드모어 매니크 어텀 15,000원 시세조회 결제 혜택 N KB국민카드 12개월 5% 특별 할부...",0.529,negative,neutral,2,2026-04-29 01:23:19
"에잇세컨즈 베이지 코튼 면자켓 아메카지 데님자켓 트러커 / 매니크 블랙업 어텀 데일리쥬 베이델리 바온 커.... 6 장 이미지 더보기 〉 상품 정보 에잇세컨즈 베이지 코튼 면자켓 아메카지 데님자켓 트러커 / 매니크 블랙업 어텀 데일리쥬 베이델리 바온 커먼유니크 20,000원 시세조회 결제 혜택 N KB국민카드 12개월 5% 특별 할부...",0.4949,neutral,neutral,2,2026-04-29 01:23:19
"트렌디어패럴 브러쉬 울 스트라이프 단가라 니트 스웨터 / 원로그 뮤트웜 빈블 김아홉 블랙업 어텀 프롬비기.... 7 장 이미지 더보기 〉 상품 정보 트렌디어패럴 브러쉬 울 스트라이프 단가라 니트 스웨터 / 원로그 뮤트웜 빈블 김아홉 블랙업 어텀 프롬비기닝 베이델리 20,000원 시세조회 결제 혜택 N KB국민카드 12개월 5% 특별 할부...",0.485,negative,neutral,2,2026-04-29 01:23:19
"블랙업 루이나 데님 크롭 청자켓. 6 장 이미지 더보기 〉 상품 정보 블랙업 루이나 데님 크롭 청자켓 8,000원 시세조회 결제 혜택 N KB국민카드 12개월 5% 특별 할부 수수료 페이코 최대 2만원 즉시할인 결제 혜택 받기 〉 상품 상태 중고, 구성품...",0.5505,negative,neutral,2,2026-04-29 01:23:19
"새상품) 무늬 셔츠 카라 블라우스 / 리리앤코 육육걸즈 핫핑 트렌디어패럴 데일리쥬 블랙업 어텀 매니크 프.... 상품 정보 더보기 〉 상품 정보 새상품) 무늬 셔츠 카라 블라우스 / 리리앤코 육육걸즈 핫핑 트렌디어패럴 데일리쥬 블랙업 어텀 매니크 프롬비기닝 5,000원 시세조회 결제 혜택 N KB국민카드 12개월 5% 특별 할부 수수료...",0.5743,negative,neutral,2,2026-04-29 01:23:19
"블랙업 비엔트 부츠컷 밴딩팬츠. 상품 정보 더보기 〉 상품 정보 블랙업 비엔트 부츠컷 밴딩팬츠 33,000원 시세조회 결제 혜택 N KB국민카드 12개월 5% 특별 할부 수수료 페이코 최대 2만원 즉시할인 결제 혜택 받기 〉 상품 상태 새상품, 구성품 전체...",0.505,negative,neutral,2,2026-04-29 01:23:19
"[새상품] 슬로우앤드 릿지 세미부츠컷 데님팬츠 롱XS 블랙업 가내스라. 상품 정보 더보기 〉 상품 정보 [새상품] 슬로우앤드 릿지 세미부츠컷 데님팬츠 롱XS 블랙업 가내스라 25,000원 시세조회 결제 혜택 N KB국민카드 12개월 5% 특별 할부 수수료 페이코 최대 2만원 즉시할인 결제 혜택 받기...",0.6647,neutral,neutral,2,2026-04-29 01:23:19
"바온 네리오 코튼 벌룬 팬츠 베이지 / 니썸 고고싱 베이델리 슬로우앤드 데일리쥬 블랙업 에드모어 매니크 .... 4 장 이미지 더보기 〉 상품 정보 바온 네리오 코튼 벌룬 팬츠 베이지 / 니썸 고고싱 베이델리 슬로우앤드 데일리쥬 블랙업 에드모어 매니크 어텀 히니크 20,000원 시세조회 결제 혜택 N KB국민카드 12개월 5% 특별 할부...",0.625,negative,neutral,2,2026-04-29 01:23:19
"블림핏 오버핏 논페이드 생지 와이드 데님 팬츠 xs / 고고싱 니썸 베이델리 슬로우앤드 데일리쥬 블랙업 에.... 6 장 이미지 더보기 〉 상품 정보 블림핏 오버핏 논페이드 생지 와이드 데님 팬츠 xs / 고고싱 니썸 베이델리 슬로우앤드 데일리쥬 블랙업 에드모어 18,000원 시세조회 결제 혜택 N KB국민카드 12개월 5% 특별 할부 수수료...",0.5161,neutral,neutral,2,2026-04-29 01:23:19
"블림핏 생지흑청 롱 와이드 팬츠 XS 자체제작 / 고고싱 니썸 베이델리 슬로우앤드 데일리쥬 블랙업 에드모어.... 6 장 이미지 더보기 〉 상품 정보 블림핏 생지흑청 롱 와이드 팬츠 XS 자체제작 / 고고싱 니썸 베이델리 슬로우앤드 데일리쥬 블랙업 에드모어 매니크 20,000원 시세조회 결제 혜택 N KB국민카드 12개월 5% 특별 할부...",0.4733,negative,neutral,2,2026-04-29 01:23:19
"항공 점퍼 패딩 자켓 둥근 카라 집업 빈티지 / 크림치즈마켓 베이델리 바온 아케 어리틀빗 블랙업 러브앤드.... 5 장 이미지 더보기 〉 상품 정보 항공 점퍼 패딩 자켓 둥근 카라 집업 빈티지 / 크림치즈마켓 베이델리 바온 아케 어리틀빗 블랙업 러브앤드팝 빈블 50,000원 시세조회 결제 혜택 N KB국민카드 12개월 5% 특별 할부 수수료...",0.513,neutral,neutral,2,2026-04-29 01:23:19
"블랙업 플리체 버뮤다 카고 팬츠 차콜, 택달린 새상품. 가격 30,000원, 블랙업 플리체 버뮤다 카고 팬츠 차콜, 택달린 새상품, 너무 유명한 브랜드 블랙업,, 유행 안지난 신상 제품에 트렌디한 무드라서 y2k, 키치, 핀터레스트 깔 좋아하신다면 더욱더 코디하기에도 너무...",0.548,negative,neutral,2,2026-04-29 01:23:19
수둥 님 8만 구공. 블랙업바지 7.반바지랩 새상품 3만원대 구먀 8. 흑청 뷔스티에 오프숄더도 됩니다 ! 9. 니트 새삭품 10 가디건 11. 데님스커트 베이지 새상품 12 스커트 13. 스투시맨투맨 택은 뗏는데 새거에요 만져보시면 빳밧합니다,0.5374,negative,neutral,2,2026-04-29 01:23:19
"슬로우앤드 베이스 어텀딥블루 데님팬츠 롱S 가내스라 니어웨어 블랙업. 5 장 이미지 더보기 〉 상품 정보 슬로우앤드 베이스 어텀딥블루 데님팬츠 롱S 가내스라 니어웨어 블랙업 15,000원 시세조회 결제 혜택 N KB국민카드 12개월 5% 특별 할부 수수료 페이코 최대 2만원 즉시할인 결제 혜택...",0.635,neutral,neutral,2,2026-04-29 01:23:19
"블랙업 큐로이 절개 스웨이드 점퍼. 3 장 이미지 더보기 〉 상품 정보 블랙업 큐로이 절개 스웨이드 점퍼 35,000원 시세조회 결제 혜택 N KB국민카드 12개월 5% 특별 할부 수수료 페이코 최대 2만원 즉시할인 결제 혜택 받기 〉 상품 상태 중고, 구성품...",0.5118,neutral,neutral,2,2026-04-29 01:23:19
양산카페 블랙업. 양산 '블랙업커피' 영남권에만 있는 카페입니다. 시그니처 커피는 '해수염커피' 소금 들어간 아인슈페너?? 그런 느낌입니다. 맛나요!!!! 여기서 파는 케이크도 대부분 맛있습니다. 처음으로 말차케이크 먹었는데 요건 별로...,0.5736,negative,neutral,2,2026-04-29 01:23:19
부산 빵집 카페 추천부탁드려요. 혹시 부산에 맛있는 빵집이나 카페 아는곳 있으신 뽀단님 계시다면 살포시 추천부탁드립니당!!!,0.5373,positive,neutral,2,2026-04-29 01:23:19
"공박 13벌 택포8. 수름 크라운셔츠 페이크퍼 가디건 착샷없는제품) 네이비 브이넥 단가라니트, 레드 반폴라골지니트, 베이지 배색 H라인 치노스커트(미디~롱), 블랙 버클스커트(롱), 하늘색 블랙업티셔츠, 러브앤헤이트 뽀글이 ㅡㅡㅡ전체 실사",0.5642,positive,neutral,2,2026-04-29 01:23:19
"울산 신상카페 가오픈카페 리스트 (3월 4주차). (달동) - 블랙업커피 울산광역시 남구 삼산중로 76, 현대백화점 별관3층 (삼산동) - 이디야커피 울산삼산현대점 울산광역시 남구 삼산중로84번길 10, 나동 2층 (삼산동) - 낮게나는새 울산광역시 남구 팔등로51번길...",0.6697,negative,neutral,2,2026-04-29 01:23:19
"3월25일 여자 셀렙샵에디션, 자라, 씨티지, 폴로 랄프로렌, 플리츠미, 리바이스 팔아요~후니후니네. 64064.블랙업 크레시 퍼 레더 블루종 (권장사이즈55 )-2만5천원(택배비 별도) 어깨-55 가슴-56 팔-57 총장(카라제외)-50 CM 색상-블랙 블랙업 made 크레시 퍼 레더 블루종 입니다. 55사이즈 권장합니다. 전체적으로...",0.5548,positive,neutral,2,2026-04-29 01:23:19
스트레이트 쇼핑몰 추천!!!. 멀리뉴 - 에겐녀 코스프레 쌉가능 여리여리 러블리룩 4. 사색 - 바지/기본티 맛집!!! 5. 스프레짜투라(?) - 유니크&amp;섹시룩 5. 블랙업 - 시크 모던룩~!!!기본티 맛집 헤헹 도움이 되었으면 좋겠땅~~~~~~~ 다음에 더 낋여올게!!!!,0.5808,positive,neutral,2,2026-04-29 01:23:19
을숙도 기차역 식당. 엄마는 블랙업을 가고싶다. 기후생태공원놀이터에서 한참을 놉니다. 배터리가 없어서 사진을 못남겼어요. 넘의 블로그에 잘나와있네요(지인아님) https://m.blog.naver.com/lwg5926/224202313995,0.6794,positive,neutral,2,2026-04-29 01:23:19
드라이브 겸 을숙도에 블랙업. 넓고 좋아용,0.6342,positive,neutral,2,2026-04-29 01:23:19
Blackup 블랙업 (UNISEX) 페인드 버클 레더 무스탕. Blackup 블랙업 (UNISEX) 페인드 버클 레더 무스탕 블랙업 페인드 버클 레더 무스탕입니다. 유니섹스 제품이라 남녀 모두 잘 어울립니다. 부드러운 퍼 안감으로 보온성을 더했습니다! 착용 1회이며 하자 없습니다!...,0.5222,positive,neutral,2,2026-04-29 01:23:19
"(새상품) 블랙업 위더 브이넥 레이어드 긴팔티 네이비. 2 장 이미지 더보기 〉 상품 정보 (새상품) 블랙업 위더 브이넥 레이어드 긴팔티 네이비 15,000원 시세조회... 블랙업 [MADE] 위더 브이넥 레이어드 긴팔티 네이비 (현재 품절 / 사이즈표 확인, 사이즈문의 X)...",0.5625,negative,neutral,2,2026-04-29 01:23:19
에이블리 5월 할인 메가세일 라인업 공개 (위시템 추천). 01 블랙업 스탠다드 와이드 스퀘어넥 나시 기본템 잘하는 블랙업에서 이번 여름 새로 출시한 스퀘어넥 나시가 첫번째 메가세일 위시템 ! 부유방 싹 가려주면서 끈나시 아니라서 부담스럽지않은 요런 기본...,0.5399,positive,neutral,2,2026-04-29 01:25:54
"221217~221231 종강 후 송년회, 센텀 씨네드쉐프 템퍼시네마.... 그러고 블랙업에서 해수염 커피 한잔씩 시켜놓고 &lt;재벌집 막내아들&gt; 14회를 함께 보면서 여유를 즐기고~ 돌아오기 전에는 우미남에서 소고기를 한사발 먹었다. 우미남을 처음 가 봤는데 역시 때깔부터 다르고...",0.5294,negative,neutral,2,2026-04-29 01:25:54
"에이블리 메가세일 상의 추천｜핀터레스트 감성 코디 모음 ✿. 레이스 이너랑 같이 매치하면 핀터레스트 감성 제대로 ❤︎ 블랙업 [B-BASIC] 텐션 스탠다드 슬림 유넥 반팔티 7% 25,000 → 21,380 사진을 클릭하면 구매 페이지로 이동합니다! ˙⋆✮ 핏 예쁜 기본 반팔티 은근...",0.4436,positive,neutral,2,2026-04-29 01:25:54
"꽃과 함께하는 4월 일상 (1). + 아주 건방진 자세ㅋㅋ 프랜차이즈 베이커리 카페 중 최고 존엄 블랙업. 생화를 꽃아둔 카페 넘 예쁨. 오랜만에 KFC 징거타워 나는 탄산 음료를 잘 안 먹고, 친구는 감튀를 잘 안 먹어서 우리 완전 잘 맞아 꽃이...",0.4412,negative,positive,1,2026-04-29 01:25:54
[일기] 떠껀하니 싸늘하다. 울엄마가 삼^^ㅋ 오랜만에 방문한 블랙업 본점 빵이 아주 맛나다 아이폰 업데이트되면서 고양이 종을 알려줌 사진여러개 봤는데 브리티시 70% + 고양이 30% 나옴 울 아지 스코티쉬 믹스인줄..? 몸이 무거워서 걸어서...,0.4963,negative,positive,1,2026-04-29 01:25:54
하이루. 잼난 탁구모임까지 ~~  뇽선생과 함께 황산공원 이번엔 아가 바지를 만들어봉게용 배고플때 먹는 율무차 꾸울맛 블루리본 5개 있는 카페 있다고 가자하니까 비웃으시며 블랙업 데꾸오심 개나리도 보고 진달래도...,0.5765,negative,neutral,2,2026-04-29 01:25:54
출근 룩이 이래도 되나요. ㅋ #aeae #블랙업 #나이키 #샬롬클럽 #비바스튜디오 주말 최고 ~ 회사 다니니까 주말에 냅다 까버리게 되 시댁에 보약 지어가는 외국인 며느리 미 #샵페어리 #컴포트랩 #ootj #카시코 #락피쉬웨더웨어 그래도...,0.5056,neutral,neutral,2,2026-04-29 01:25:54
"에이블리 5월 할인 메가세일 99% 쿠폰과 특가 브랜드 라인업 정보. 모디무드, 블랙업, 무센트, 슈가파우더, 베이델리, 프라임에이트, 어텀, 홀리, 에잇세컨즈, 아뜨랑스, 온유어리, 어나더아카이브, 리리앤코, 원더원더, 자주, 핫핑, 당당걸, 이스케이프프롬, 제이스타일...",0.4751,neutral,neutral,2,2026-04-29 01:25:54
"스트레이트 체형이 고른 봄~초여름 추천템 (지그재그 위시리스트). 블랙업 셸로 브이넥 워머 버튼 긴팔티 정가 32,000원 이건 보자마자 스트레이트 체형에 잘 맞겠다 싶었던... 블랙업 [MADE] 로벨라 레이어드 나시 (캡내장) 정가 28,000원 배색 디테일이 들어가 있어서 따로...",0.5817,positive,neutral,2,2026-04-29 01:25:54
"일본 여행 짐 싸기 왓츠인마이캐리어. inner : 블랙업 스탠다드 유넥 크롭 가디건 bottom : 모어라운드 논페이드 생지 데님 팬츠 Look 2 인간 딸기우유 돼버리는 st 너무 예뻐,, 연핑크도 엄청 예쁘고 저 애쉬톤 섞인 빈티지 데님도 너무 예뻐 예쁜거...",0.5373,neutral,positive,1,2026-04-29 01:25:54
블랙업 유넥 반팔티 데일리 입문용으로 좋은 지그재그 첫구매.... 블랙업 유넥 반팔티 데일리 입문용으로 좋은 지그재그 첫구매 쿠폰 봄코디 감도 높이기 블랙업 유넥 반팔티 데일리 입문용으로 좋은 지그재그 첫구매 쿠폰 봄코디 감도 높이기 기본 반팔을 새로 들일 때는...,0.6016,neutral,neutral,2,2026-04-29 01:25:54
콘서트 출근길 에이핑크 정은지 블랙업 팬츠. 에이핑크 정은지씨가 착용한 팬츠는(블랙업)멜라 로우웨이스트 부츠컷 데님팬츠입니다. &lt;블랙업 홈페이지 바로가기&gt;,0.5734,negative,neutral,2,2026-04-29 01:25:54
영도 피아크·기장 피크스퀘어·강서 토북베이커리 BEST 5.... 다음 시리즈 예고 다음 편에서는 부산 을숙도에 있는 블랙업커피 단독 후기를 가져올게요. 키즈존 + 드라이브스루 + 낙동강 뷰 3박자 갖춘 곳이라 별도 단독 글로 자세히 정리할 예정입니다  아기랑 갈 수 있는...,0.4934,neutral,neutral,2,2026-04-29 01:25:54
에이블리 메가세일 위시리스트.,0.5717,neutral,neutral,2,2026-04-29 01:25:54
